class1,class2,class3,itemkey,title,body,body2,body3,subkey,remarks,secbody,secbody2,trititle,tribody,tribody2,state,state2,type,place,receiver,author,create_date,year,pdf,image,quantity,備考
,,,alert/20050420-5,骨髄バッグの分注について（お願い） ,"拝啓
時下、皆様方にはご健勝のこととお慶び申し上げます。
平素は骨髄バンク事業の推進に格別のご高配を賜り、厚く御礼申し上げます。
さて、一昨年緊急安全情報「骨髄運搬中に骨髄液が漏出した事例（通知）」（平成 15 年2月3日発）（別紙）にて、「可能な限り、骨髄液は複数のバッグに分けること。」をお願いしておりますが、患者保護の観点から、再度通知させていただきました。
ついては、骨髄バックは可能な限り複数のバッグに分けていただきたくお願い申し上げます。
何卒ご対応の程お願い申し上げます。
敬具
ご質問、ご不明な点がございましたら、下記までご連絡ください。",,,,,,,,,,通知文,,骨髄採取,,"非血縁者間骨髄採取認定施設
 採取責任医師 各 位","財団法人 骨髄移植推進財団
 ドナー安全委員会",平成17年4月20日,2005/4/20,alert/20050420-5,,,
,,,safe/20050222,採取後、抗生物質投与中にアナフィラキシーショックを起こした事例について ,"このたび、非血縁者間骨髄ドナーに、骨髄採取後、感染予防のための抗生物質(セファゾリンナトリウム（商品名セファメジン@）2g)を点滴開始後、アナフィラキシーショックとなりました。直ちに抗生物質投与を中止、救急処置を行い回復した事例が報告されました。
採取施設からの報告によれば以下のような概要です。

＜経過＞
採取 4 時間後 感染予防のため、セファメジン@2g 点滴開始。
(点滴開始を基準として)
5 分後 胃痛、嘔吐、全身鳥肌症状が出現。セファメジン@を中止。
15 分後 全身に紅班様発疹、浮腫出現、意識レベル JCS Ⅱ-10
生食 20ml+プリンペラン@１A、強ミノ C+クロールトリメトン@1Aiv
30 分後 血圧 90mmHg、生食 20ml+サクシゾン@100mgiv
45 分後 エピクイック@0.3ml 皮下注
53 分後 エピクイック@0.3ml 皮下注
55 分後 血圧 94/62mmHg、脈拍 47/分、生食 20ml+サクシゾン@100mgiv
1 時間後 血圧 80/62mmHg
1 時間 5 分後 エピクイック@0.3ml 皮下注
1 時間 15 分後 ソルコーテフ@1giv
1 時間 30 分後 意識清明、血圧 124/62mmHg
2 時間後 意識清明、皮疹消失
3 時間 30 分後 意識清明、血圧 102/57、脈拍 64/分、SaO2 98%、水分摂取可能
4 時間 30 分後 全身浮腫消失、アナフィラキシーショックからの離脱と診断。

＜対応＞
低頻度でありますが、今後も同様事例が発生する可能性がありますので、以下対応をお願いします。
①事前に既往歴等について十分な問診を行うこと。なお、抗生物質等によるアレルギー歴は必ず確認すること。
②投与に際しては、必ずショック等に対する救急処置のとれる準備をしておくこと。
③投与開始から投与終了後まで、安静の状態に保たせ、十分な観察を行うこと。特に、投与開始直後は注意深く観察すること。
【厚生労働省医薬食品局：医薬品・医療用具等安全性情報 No.206】より抜粋

当財団としては、再発防止の観点から、当該事実を各採取施設に対し情報提供し、注意喚起を促すこととしました。
 
以上をご確認の上、ご対応をお願い申し上げます。 ",,,,,,,,,,安全情報,,骨髄採取,,"（財）骨髄移植推進財団
 認定施設連絡責任医師 各位","財団法人 骨髄移植推進財団
ドナー安全委員会",平成17年2月22日,2005/2/22,safe/20050222,,,
,,,alert/20050208-1,骨髄採取量と細胞数について ,"拝啓
時下、皆様方にはご健勝のこととお慶び申し上げます。
平素は骨髄バンク事業の推進に格別のご高配を賜り、厚く御礼申し上げます。
さて、昨年 12 月 17 日に開催された採取責任医師会議席上にて、「採取計画量の採取を行い、細胞数のカウントを行ったところ細胞数が少ない場合の対応はどのようにしたらよいか。」とのご質問がありました。
本委員会としては、原則として採取計画量を遵守していただきたいと考えております。
細胞数が少ない場合には現場での判断になってしまうと思いますが、本委員会としてはその場合の「許容範囲」を設定することはできないと考えています。
また、1.5×10*8 個以下の細胞数での移植の現状について、別途調査し関係者に報告したいと考えています。
なお、骨髄採取量と細胞数及び生着状況については、1997 年末に見解を発表し、これに基いて現在の骨髄採取量が決定されております。資料として添付いたしますので、ご参照ください。
何卒ご確認の程お願い申し上げます。
敬具

ご質問、ご不明な点がございましたら、下記までご連絡ください。",,,,,,,,,,通知文,,骨髄採取,,"非血縁者間骨髄採取認定施設
 採取責任医師 各 位","財団法人 骨髄移植推進財団
 ドナー安全委員会",平成17年2月8日,2005/2/8,alert/20050208-1,,,
,,,alert/20050208-2,骨髄液の希釈液使用について ,"拝啓
時下、皆様方にはご健勝のこととお慶び申し上げます。
平素は骨髄バンク事業の推進に格別のご高配を賜り、厚く御礼申し上げます。
さて、このたび本委員会が発行した「骨髄採取マニュアル（第三版）」手技編では、希釈液は、「生理食塩水を推奨する。組織培養液（RPMI-1640 等）の人体への使用は好ましくない」との記載がありますが、昨年 12 月 17 日に開催された採取責任医師会議席上にて、「希釈液は、移植施設側のリクエストによるものであり、マニュアルで決めるものではない。マニュアルになると影響力が大きいので、その点を配慮してもらいたい。」とのご意見をいただきました。
本委員会としては、組織培養液（RPMI-1640 等）は、人体に使用しないよう製造メーカーより注意喚起されていること、また、一部施設においては既に生理食塩水で実施していることなどを鑑み、本マニュアルに記載しました。
しかしながら、生理食塩水使用に関しては、骨髄細胞への影響等、懸念も少なくなく、また、その安全性を保障するデータが存在しないのも事実です。
この点については、再検討を加える予定です。同時に、移植施設からの要望や採取施設判断で組織培養液（RPMI-1640 等）を使用する場合には、移植施設の責任医師に確認した上で、対応をお願いしたく存じます。
そのため、骨髄採取計画書、術前健診結果報告兼前処置確認依頼書及び採取報告書（速報）の内容に希釈液についての項目を追加いたします。（別紙参照）
なお、希釈液を組織培養液から生理食塩水に切り替えるにあたっては、生理食塩水を使用している施設の成績や方法を追って報告いたしますので、慎重に行うようお願い申し上げます。

何卒ご確認の程お願い申し上げます。
敬具
ご質問、ご不明な点がございましたら、下記までご連絡ください。",,,"別紙資料
採取関連帳票の変更について ","下記追加変更いたしましたので、ご確認ください。

１．骨髄採取計画書
 貴施設で使用予定の希釈液の種類をご記入ください。
 追加項目：
 予定希釈液 ： □生食 □RPMI1640 □その他（ ）

２．術前健診結果報告兼前処置確認依頼書
 採取施設から報告があった希釈液を移植施設にお伝えいたします。
 追加項目：
 予定希釈液 ： □生食 □RPMI1640 □その他（ ）

３．採取報告書（速報）
 貴施設で使用した希釈液、抗凝固剤をご記入ください。
 追加項目：
 希釈液 ： ②（ ）ml
 □生食 □RPMI1640 □その他（ ）
 抗凝固剤 ： （ ）単位・ml（総量中）
 □ヘパリン □ACD 液 □その他（ ）
 総量：①＋②＝③（ ）ml

４．その他
 ①骨髄採取計画書 【感染症】
 訂正：
 HIV1 ⇒ HIV1/2
 理由：骨髄採取マニュアルには、既に HIV1/2 と記載されており、訂正されていませんでした。
 
②非血縁者間骨髄採取完了報告書【新規】
 このたび、新たに採取後移植施設にお渡しする帳票を作成しました。
 よろしければご使用ください。",,,,,,通知文,,骨髄採取,,"非血縁者間骨髄採取認定施設
 採取責任医師 各 位","財団法人 骨髄移植推進財団
 ドナー安全委員会",平成17年2月8日,2005/2/8,alert/20050208-2,,,
,,,alert/0050208-3,骨髄接種計画書,画像,,,,,,,,,,通知文,,骨髄採取,,記入ナシ,記入ナシ,平成17年2月8日,2005/2/8,alert/0050208-3,,,
,,,alert/20050208-4,術前健診結果報告兼前処置確認依頼書,画像,,,,,,,,,,通知文,,骨髄採取,,記入ナシ,"財団法人骨髄移植推進財団
ドナー安全委員会・事務局",平成17年2月8日,2005/2/8,alert/20050208-4,,,
,,,alert/20050208-5,採取報告書（速報）,画像,,,,,,,,,,通知文,,骨髄採取,,記入ナシ,"財団法人骨髄移植推進財団
ドナー安全委員会・事務局",平成17年2月8日,2005/2/8,alert/20050208-5,,,
,,,alert/20050208-6,非血縁者間骨髄採取完了報告書【新規】,画像,,,,,,,,,,通知文,,骨髄採取,,記入ナシ,記入ナシ,平成17年2月8日,2005/2/8,alert/20050208-6,,,
,,,safe/20041122,採取後角膜糜爛となった事例について ,"このたび、非血縁者間骨髄ドナーに、骨髄採取後（麻酔覚醒後）「角膜糜爛」と診断された事例が報告されました。
採取施設からの報告によれば以下のような概要です。

＜経過＞
全身麻酔時にテラマイシン眼軟膏を塗布したのち閉瞼した。ただし、当該ドナーはテープの剥離刺激で一過性の発赤を生じる特異体質であったことから、テープでの閉瞼の際、普段は瞼裂をすべて隠すように横に貼るところ、少し緩めに縦に貼った。手術前後で閉瞼されていたことは確認していた。
採取終了後(帰室 2 時間後)、左眼痛を訴え、眼科診察で「左眼角膜糜爛」と診断された。

＜対応＞
ヒアレイン点眼、ロキソニン 1 錠内服にて翌朝には改善した。

＜原因＞
本事例は、片側性の糜爛であったことから薬剤性については否定的であり、かつ、症状の急速な改善から感染性についても否定的な見解であったことから、閉瞼が甘かった可能性が考えられた。実際、手術中腹臥位になっていた時にほんの一部開瞼していた可能性はあるものの、原因の特定はできなかった。

当財団としては、再発防止の観点から、当該事実を各採取施設に対し情報提供し、注意喚起を促すこととしました。
 
以上をご確認の上、ご対応をお願い申し上げます。 ",,,,,,,,,,安全情報,,骨髄採取,,"（財）骨髄移植推進財団
 認定施設連絡責任医師 各位","財団法人 骨髄移植推進財団
ドナー安全委員会",平成16年11月22日,2004/11/22,safe/20041122,,,
,,,safe/20041015,骨髄バッグ内の培養液に汚染の可能性が認められた事例,"このたび、骨髄液を約 350ml(メディウム+ヘパリンを含め約 400ml）を採取し、バッグに注入後、メディウム(培養液)が汚染している可能性が判明し、骨髄液を廃棄した事例が報告されました。

採取施設からの報告によれば以下のような概要です。

＜背景＞
当該施設では、メディウム 40cc＋ヘパリン 10c を、その都度シリンジで吸って、術野にある目盛りカップ入れ、それを骨髄採取用のシリンジで吸い取り、骨髄液を吸引している。

＜経過＞
骨髄採取予定量：870ml
自己血準備量 ：600ml

・1 回目のメディウム+ヘパリンを使って、採取した骨髄液をカップ A に入れ、メディウム+ヘパリン使い切った。
・2 回目のメディウム+ヘパリンを受け取り、骨髄液を採取しカップ A に入れた。
・カップ A が目標量まで達したため、カップ A 内の骨髄液をバッグに詰めた。
・バッグに詰めたところで外回り看護師より、「2 回目のメディウムを吸い取る際に、メディウムボトル内にシリンジについていた針を落としてしまったが、シリンジに新しい針をつけ、2 回目のメディウムを吸って、そのまま術野の目盛りカップに入れた」との報告があった。","＜汚染の可能性の根拠＞
メディウムをとるシリンジと針はもともと別々のもので、針先は清潔であっても、針の元とシリンジの接触部分は不潔な手で触れた可能性があった。
従って、その針の入ってしまったメディウムと、そのメディウムが入った最初のバッグ内の骨髄液も、汚染の可能性が否定できない。

＜対応＞
使用する器具等はすべて一新し、術野の消毒からやり直した。
採取終了後、ドナーには事実を説明し、汚染の可能性のある骨髄液は廃棄した。
＜骨髄採取量と細胞数＞
骨髄採取量は、自己血準備量を考慮して総計で最大 1000ml とし、あらたに 650ml を採取、採取細胞数は、1.01×10^10 患者体重あたり、1.63×10^8 の有核細胞が採取できた。

当財団としては、再発防止の観点から、当該事実を各骨髄採取施設に対し情報提供し、注意喚起を促すことと致しました。

 以上をご確認の上、ご対応をお願い申しあげます。 ",,,,,,,,,安全情報,,骨髄採取,,"（財）骨髄移植推進財団
 認定施設採取責任医師 各位","財団法人 骨髄移植推進財団
 危機管理担当
常任理事 小寺 良尚",平成16年10月15日,2004/10/15,safe/20041015,,,
,,,safe/20040224,骨髄採取後、長期に痺れが残存している事例について（通知） ,"さて、このたび次の事案が発生致しましたのでご連絡致します。

＜事例 1＞
提供者情報： 30 歳代 男性
診断名 ： 左外側大腿皮神経知覚鈍麻
経緯 ：
Day0 採取
Day +1 左外側大腿部知覚鈍麻あり（採取時大腿皮神経障害の可能性あり）
Day+2 退院：大腿部触覚はなし、温冷覚の鈍麻あるも他データに問題なく帰宅。
Day+45 受診(採取施設)：痺れ感軽減
Day+101 受診(採取施設)：症状変化なし
Day+206 受診(採取施設)：症状変化なし
 採取担当医師より、症状固定との告知あり。
 ※ドナー希望により、Day+230 に他院に受診。
 術中の体位によって、大腿神経が圧迫されたことによる末梢性の知覚異常ではないかと考えられた。

＜事例 2＞
提供者情報： 20 歳代 男性
診断名 ： 術中外側大腿皮神経の進展による末梢性の知覚異常
 経緯 ： 経過観察中
 骨髄穿刺を繰り返す中で、鼠径部から大腿前部にかけて皮膚が引き延ばされる状態となり、外側皮神経が進展されたことが原因と考えられた。 ","＜再発防止策＞
 原因の詳細は不明ですが、いずれにしても前腸骨棘のすぐ内側で鼠径靱帯の上を越えて行く大腿部外側皮神経の長時間の圧迫によると思われます。
 同部位を圧迫しないよう腹臥位の体位、採取時間等にご配慮ください。

以上をご確認の程、お願い申しあげます。
以上 ",,,,,,,,,安全情報,,骨髄採取,,"（財）骨髄移植推進財団
 認定施設採取責任医師 各位","財団法人 骨髄移植推進財団
ドナー安全委員会",平成16年2月24日,2004/2/24,safe/20040224,,,
,,,safe/20040127-1,骨髄採取後、肺脂肪塞栓症が疑われた事例(調査報告),"昨年 8 月 18 日付で標記内容にて通知しました事例について、調査が終了しましたのでご報告いたします。
今後、同様事例が発生することが否定できないため、再発防止の観点から安全情報を配信いたしました。（※前回通知文書を参考として添付致しましたので、ご確認ください。）

＜結論＞
本事例について検討を重ねた結果、原因は特定できませんでした。

＜調査結果等＞
肺脂肪塞栓症の診断を肯定する所見として、咳と血痰（泡沫状・新鮮血）、胸部 X-P の陰影、CT 画像、O2 SAT の低下が認められましたが、その一方で、臨床経過（時間経過）があわず（所見が発症から２時間程度で早すぎる）、血液や尿中に脂肪滴（脂肪球）、結膜、皮膚の点状出血、意識障害や呼吸障害の症状などは認められませんでした。
鑑別診断として他に疑われる病態は、サイトカイン過剰産生による ARDS、肺胞出血、神経原性（ニューロジェニック）が考えらましたが、結論には至りませんでした。

＜対策＞
今回の事例は極めて稀な合併症と考えられますが、骨髄採取後、酸素飽和度の低下が持続的に認められた場合には、胸部 X-P 写真、肺 CT 写真、ＭＲＩ、肺シンチ、血流スキャンなどを実施してくださいますようにお願いいたします。
更に、安全性確保の観点から必要に応じて気管支肺胞洗浄もご検討ください。
以上ご報告申し上げます。 ",,,,,,,,,,安全情報,,骨髄採取,,"（財）骨髄移植推進財団
 認定施設採取責任医師 各位","財団法人 骨髄移植推進財団
ドナー安全委員会 ",平成16年1月27日,2004/1/27,safe/20040127-1,,,
,,,safe/20040127-2,髄採取後、肺脂肪塞栓症が疑われた事例について(調査報告) ,"本件は、2003 年 8 月 19 日に「骨髄採取後、酸素飽和度低下を認めた骨髄バンクドナーについて」にて報道発表した事例の最終報告です。
昨年 8 月中旬、非血縁骨髄ドナーからの骨髄採取において、重大な健康被害が発生した事例につき、有害事象調査が終了いたしましたのでご報告いたします。
調査・検討内容は、下記をご確認頂きたく存じます。

１．ドナー情報
 30 歳代 男性
採取前健康診断では健康上問題はありませんでした。

２．事例概要
 関東地区の骨髄採取病院で、昨年 8 月中旬に骨髄採取が実施されました。
骨髄採取量：930ml 骨髄採取時間：1 時間 18 分
採取終了後に動脈血の酸素飽和度低下を認め、肺 CT スキャンなどの検査により、肺の脂肪塞栓症が疑われました。
 ただちに酸素吸入、ステロイドホルモンによる治療が行われ、翌日には呼吸状態が改善しました。今後も注意深い経過の観察が必要と考えられました。
 なお、本事例は骨髄採取が完了した後に酸素飽和度低下が認められたもので、採取は完了し、骨髄は患者のもとに無事に届き移植が完了しました。

３．調査・検討経緯
①調査組織
2003 年 8 月 22 日、有害事象調査担当者会議が設置されました。
委員長 加藤俊一 (常任理事(東海大学病院・細胞移植再生医療科))
委 員 小寺良尚 (常任理事(名古屋第一赤十字病院・血液内科))
委 員 秋山秀樹 (ドナー安全委員長(東京都立駒込病院・血液内科)) ","委 員 山口佳寿博（慶應義塾大学病院・呼吸器内科）
委 員 相馬一亥 （北里大学病院・救命救急医学）

②調査の実施及び意見聴取
2003年8月15 日 現地調査
以下関係者から意見聴取を行いました。
当該施設採取責任医師、診療部長、麻酔科部長、担当麻酔医
2003年8月22 日 第1回 有害事象担当者会議
 意見聴取結果を踏まえ、今後の方針等について確認しました。
2003年9月16 日 第2回 有害事象担当者会議
次の関係者から意見聴取を行いました。
当該施設採取責任医師、放射線科医師
意見聴取した結果、
・レントゲン、CT の結果から、肺脂肪塞栓症を疑いましたが、尿沈査、血清においては異常が認められませんでした。その他、それを裏付けるデータが得られないため、現段階では肺脂肪塞栓症と言い切ることはできず、広い概念での ARDS または呼吸障害とも考えられました。
・ドナーの全身状態は良好で、食欲もあり、尿量、他臓器に問題はありませんでした。
・腰の痛みは、押すと痛む程度でした。

４．結 論
肺脂肪塞栓症の診断を肯定する所見として、咳と血痰（泡沫状・新鮮血）、胸部 X-Pの陰影、CT 画像、O2 SAT の低下が認められましたが、その一方で、臨床経過（時間経過）があわず（所見が発症から２時間程度で早すぎる）、血液や尿中に脂肪滴（脂肪球）、結膜、皮膚の点状出血、意識障害や呼吸障害の症状などは認められませんでした。
鑑別診断として他に疑われる病態は、サイトカイン過剰産生による ARDS、肺胞出血、神経原性（ニューロジェニック）が考えらましたが、結論には至りませんでした。
結果として、原因は特定できず、肺脂肪塞栓症の診断に関しては、確定することも否定することもできませんでした。

５．対 策
調査、分析の結果、原因を特定することはできませんでしたが、次の対策を安全情報として全国の認定施設に対し周知することと致しました。

今回の事例は極めて稀な合併症と考えられますが、骨髄採取後、酸素飽和度の低下が持続的に認められた場合には、胸部 X-P 写真、肺 CT 写真、MRI、肺シンチ、血流スキャンなどを実施してくださいますようにお願いいたします。
更に、安全性確保の観点から必要に応じて気管支肺胞洗浄もご検討ください。","６．転帰
当該ドナーは、骨髄採取後速やかに社会復帰されました。本年１月現在特に健康上の問題はありません。
但し、当財団では、ドナーの方の同意が得られましたので、5 年間当該ドナーの方の健康状況の追跡調査を実施する予定でおります。

報道各位へのお願い

・ 当該ドナーの方については、プライバシー保護のため、これ以上の情報をお伝えできませんので、ご了承ください。ドナーへの取材や、ドナーの特定につながるような報道は差し控えていただきますようお願いいたします。
・ この骨髄提供についての当該患者に関しては、患者とドナーの特定につながる恐れがあるため、情報をお伝えできませんのでご了承ください。当該患者の特定につながるような取材や報道は差し控えていただきますようお願いいたします。
・ 骨髄バンクでは今回のことも含め、ドナーのリスク情報については、情報開示に努めております。ただし、重大な事態が起こる危険性が必要以上に強調されますと、現在進行中のコーディネートが突然キャンセルされるなどの影響がおよぶ恐れがあります。すでに前処置に入れられている患者さんも多数いらっしゃることから、患者の生命に重大な危険性を引き起こす可能性もあります。慎重なご報道をお願い申し上げます。 ",,,,,,"【参考】
■脂肪塞栓症とは、
〔概念〕
 主として外傷などに併発する合併症で，特に長管骨の骨折後に出現し，脳・神経症状，呼吸器症状，眼臉結膜，前胸部の点状出血などを特徴とする。電撃型は受傷後短時間内に意識障害が発症し，急速に昏睡状態に陥り，DIC（注：播種性血管内凝固）や臓器不全を合併し 1～2 日で死亡の確率が高い。定型型は受傷 24～36 時間後に，発熱，頻脈，呼吸不全，意識障害，皮膚の点状出血などで発症する。しかし，典型的な症状を呈するものはむしろ少なく，本症候群に特異的な症状もない。以前から Guard や鶴田の診断基準が汎用れているが，頭部外傷や胸部外傷を合併した症例や，三大徴候が揃わない場合には診断が
困難である。
〔病態〕
 微小な脂肪滴が流出する機序には，骨髄内の脂肪細胞が破壊され，中性脂肪が静脈内に流入して肺血管を塞栓化するとの説，ストレスによって分泌の亢進するエピネフリンが遊離脂肪酸を動員し，これが血清中の脂質やカイロマイクリンと結合し微小脂肪滴を形成するとの説がある。
 いずれにしろ，肺血管床で塞栓化した脂肪滴に局所で血小板や白血球が反応し，血管作動性物質を遊離して血管内皮障害，血管収縮などを引き起こす。さらに，骨髄から流出した組織トロンボプラスチンが DIC の引き金となり，臨床的にも DIC による臓器障害が本症候群の主病変となっている。しかしながら，発症する例としない例があり，電撃型から不全型まであることが何に由来するのか十分には解明されていない。

■酸素飽和度
 酸素飽和度とは酸化ヘモグロビンと全ヘモグロビンの比を％表示した値である。パルスオキシメータは，この比の違いで光の透過度が異なることを利用して酸素飽和度を測定するものである。指先や耳介で非観血的に連続測定できる。同時に脈波も描出される。脈波の描出が不良のときは酸素飽和度が測定できない。
 パルスオキシメータで酸素飽和度が 96％以上あるときは肺機能のみならず，ポンプ機能，末梢循環を含め，呼吸循環がとりあえず危機状態にないことを意味する。逆に，速やかに脈波が得られないときは末梢循環不全を意味する。得られた酸素飽和度を酸素解離曲線に対応させれば PO２が推定できる。酸素飽和度が 90％以下であれば PO２は 60mmHg 以下であ
る。

■急性呼吸促迫症候群(ARDS）
 急性呼吸促迫症候群（ARDS）は肺への直接的・間接的侵襲（誘因）により惹起される重篤な急性肺損傷で，肺での過剰な炎症と肺血管透過性亢進を基盤とし，低酸素血症の進行と胸部Ｘ線上両側びまん性陰影を呈する一連の症候群である．肺への直接的侵襲には重症肺炎，誤嚥，溺水，肺挫傷など，間接的侵襲には敗血症，多発外傷，大手術後，脂肪塞栓","などが知られ，原因は多岐にわたる．死亡率は 40‐60％とされ，多臓器不全の合併は重要な予後因子である．

■神経原性（ニューロジェニック）
 神経系が要因となっていること。",安全情報,,骨髄採取,,報 道 各 位,"財団法人 骨髄移植推進財団
理事長 高久 史麿 ",平成16年1月27日,2004/1/27,safe/20040127-2,,,
,,,safe/20040127-3,補足事項「骨髄採取後、肺脂肪塞栓症が疑われた事例について」,"急性Ｃ型肝炎を発症した事例について
1998年3月 骨髄採取後の非血縁ドナーが急性Ｃ型肝炎を発症しました。
【経過】
骨髄提供の約２週間後に急性Ｃ型肝炎を発症、再入院し、治療の結果肝炎は治癒しました。その後職場復帰され、通常の生活に戻られています。原因について、詳細な調査をおこなった結果、骨髄採取のための入院中に感染した可能性が推測されました。感染の原因となった医療処置を特定することはできませんでした。
【対策】当財団では全国の採取施設に対し、同様の事例の防止策として望ましい対応について次のとおり通知しました。
① 使い捨て骨髄採取針使用の推奨
② 自己血輸血用血液の採血・保管・輸血の手続きと、注意事項や汚染血の取り扱い方法等が記載されている｢自己血管理マニュアル」の遵守","骨髄採取後、後腹膜血腫ができた事例について
2000年9月下旬 非血縁骨髄ドナーからの骨髄採取において、かなり大きな血腫ができるという健康被害が発生しました。
【経過】
骨髄採取終了後、ドナーが下腹部痛を訴え、ＣＴスキャンなどの検査を実施し、後腹膜部位に血腫があること（腹膜と腹壁の間の部分に出血した血液の固まりがあること）が確認されました。ドナーのヘモグロビン値は一時、6.7g／dlまで低下（骨髄採取前のヘモグロビン値は12.3／dl）しました。その後、ドナーの貧血は輸血なしで回復し、無事退院されました。その後速やかに社会復帰されています。
【対策】
当財団では、全国の採取施設に対し骨髄穿刺の部位と深さに十分注意するよう「緊急安全情報」を発出し、事故調査委員会にて原因調査及び再発防止策を検討して参りました。その結果、採取針により腸骨の内側にある血管を傷つけた可能性が大きいとしながらも、出血が起こった部位とそれを引き起こした原因を特定することはできませんでした。","骨髄採取後、長期に渡って腰痛が持続している事例について
2003年3月下旬 非血縁骨髄ドナーからの骨髄採取後、長期に渡って腰痛が持続しているという健康被害が発生しました。
【経過】
骨髄採取退院後、疼痛が持続したため、ＭＲＩ検査を実施したところ両側腸骨不全骨折、骨髄浮腫との診断がありました。
その後、再度１週間入院し、8ヵ月後に痛みは軽減してきました。
【対策】
当財団では、原因究明と再発防止の観点から、調査を実施することとなりました。
その結果、このドナーの採取部位の痛みが長引いた理由として、次の2点が考えられました。
① CTで認められる骨皮質の不整像、皮質の不連続像から考えられる不全骨折の存在
② 採取後の止血不良による血腫の可能性
１ヵ月以上疼痛が持続する場合、または、鎮痛剤を1週間以上継続して服薬した場合は、速やかに報告するよう「安全情報」を発出しました。
",,,,,,"骨髄採取後、肺脂肪塞栓症が疑われた事例について
2003年8月中旬 非血縁骨髄ドナーからの骨髄採取後、酸素飽和度が低下したという健康被害が発生しました。
【経過】
採取終了後に動脈血の酸素飽和度低下を認め、肺ＣＴスキャンなどの検査により、肺の脂肪塞栓症が疑われました。
ただちに酸素吸入、ステロイドホルモンによる治療が行われ、翌日には呼吸状態が改善しました。その後、速やかに社会復帰されております。
【対策】
当財団では、全国の採取施設に対し「緊急安全情報」を発出しました。
また、原因究明と再発防止の観点から、調査を実施したが、その結果、原因を特定することはできませんでした。当財団では、対策として骨髄採取後、酸素飽和度の低下が持続的に認めた場合には、胸部X-P写真、肺CT写真、ＭＲＩ、肺シンチ、血流スキャン
などを実施するよう「安全情報」を発出しました。更に、安全性確保の観点から必要に応じて気管支肺胞洗浄についても検討するよう通知しました。","骨髄採取後、左腸腰部位に血腫を認めた事例について
2003年8月上旬 非血縁者骨髄ドナーからの骨髄採取後、左腸腰部位に血腫ができるという健康被害が発生しました。
【経過】
骨髄採取翌日、ドナーが左下腹の圧痛を訴えられ、ＣＴスキャンなどの検査を実施したところ、左腸腰筋内に血腫およびガス像が確認されました。
止血剤並びに抗生物質の投与が開始されました。ドナーのヘモグロビン値は、一時12.8g/dlまで低下（骨髄採取前のヘモグロビン値は、16.1g/dl）しました。
左腹部の圧痛はありますが、歩行は可能で、食欲などの全身状態は良好です。
その後、問題なく社会復帰されています。
【対策】
当財団では、全国の採取施設に対し骨髄穿刺の部位と深さに十分注意するよう「緊急
安全情報」を発出しました。
また、原因究明と再発防止の観点から、調査を実施したが、その結果、採取針の貫通
が原因であると考えられ、穿刺針の長さと腸骨の厚みを十分配慮して、穿刺の深さを調整するよう「安全情報」を発出しました。",安全情報,,骨髄採取,,記入ナシ,記入ナシ,平成16年1月27日,2004/1/27,safe/20040127-3,,,
,,,safe/20040121-1,骨髄採取後、左腸腰筋部位に血腫を認めた事例について(調査報告) ,"昨年 8 月 13 日付で標記内容にて通知(別紙)しました事例について、調査が終了しましたのでご報告致します。今後、同様事例が発生することが推測されるため、再発防止の観点から安全情報を配信しました。
 （※前回通知文書を参考として添付致しましたので、ご確認ください。）

＜結論＞
本事例について検討を重ねた結果、採取針の貫通が原因であると考えられます。

＜原因等＞
採取針が貫通した原因として、下記 2 点が示唆されました。
①骨髄提供者の腸骨の厚さが薄かったこと。
②手技的な問題も否定できないこと。（仙腸関節に刺してしまった可能性はある）

＜対策＞
穿刺針の長さと腸骨の厚みに十分配慮して、穿刺の深さを調整すること。

以上をご確認の上、ご対応をお願い申しあげます。 ",,,,,,,,,,安全情報,,骨髄採取,,"（財）骨髄移植推進財団
 認定施設採取責任医師 各位","財団法人 骨髄移植推進財団
ドナー安全委員会 ",平成16年1月21日,2004/1/21,safe/20040121-1,,,
