class1,class2,class3,itemkey,title,body,body2,body3,body4,body5,subkey,remarks,secbody,secbody2,trititle,tribody,tribody2,state,state2,type,place,receiver,author,create_date,year,pdf,image,quantity,備考
,,,alert/20050208-6,非血縁者間骨髄採取完了報告書【新規】,,,,,,,,,,,,,通知,,骨髄採取,,,,2005年2月8日,2005/2/8,alert/20050208-6,,,画像で一部入力していない
,,,alert/20050208-4,術前健診結果報告兼前処置確認依頼書,,,,,,,,,,,,,通知,,骨髄採取,,,"財団法人骨髄移植推進財団
ドナー安全委員会・事務局",2005年2月8日,2005/2/8,alert/20050208-4,,,画像で一部入力していない
,,,alert/20050208-5,採取報告書（速報）,,,,,,,,,,,,,通知,,骨髄採取,,,"財団法人骨髄移植推進財団
ドナー安全委員会・事務局",2005年2月8日,2005/2/8,alert/20050208-5,,,画像で一部入力していない
,,,alert/20050208-3,骨髄接種計画書,,,,,,,,,,,,,通知,,骨髄採取,,,,2005年2月8日,2005/2/8,alert/20050208-3,,,画像で一部入力していない
,,,alert/20050208-1,骨髄採取量と細胞数について ,"拝啓
時下、皆様方にはご健勝のこととお慶び申し上げます。
平素は骨髄バンク事業の推進に格別のご高配を賜り、厚く御礼申し上げます。
さて、昨年 12 月 17 日に開催された採取責任医師会議席上にて、「採取計画量の採取を行い、細胞数のカウントを行ったところ細胞数が少ない場合の対応はどのようにしたらよいか。」とのご質問がありました。
本委員会としては、原則として採取計画量を遵守していただきたいと考えております。
細胞数が少ない場合には現場での判断になってしまうと思いますが、本委員会としてはその場合の「許容範囲」を設定することはできないと考えています。
また、1.5×10*8 個以下の細胞数での移植の現状について、別途調査し関係者に報告したいと考えています。
なお、骨髄採取量と細胞数及び生着状況については、1997 年末に見解を発表し、これに基いて現在の骨髄採取量が決定されております。資料として添付いたしますので、ご参照ください。
何卒ご確認の程お願い申し上げます。
敬具

ご質問、ご不明な点がございましたら、下記までご連絡ください。",,,,,,,,,,,,通知,,骨髄採取,採取産物・採取バッグ関連,"非血縁者間骨髄採取認定施設
 採取責任医師 各 位","財団法人 骨髄移植推進財団
 ドナー安全委員会",2005年2月8日,2005/2/8,alert/20050208-1,,,
,,,alert/20050208-2,骨髄液の希釈液使用について ,"拝啓
時下、皆様方にはご健勝のこととお慶び申し上げます。
平素は骨髄バンク事業の推進に格別のご高配を賜り、厚く御礼申し上げます。
さて、このたび本委員会が発行した「骨髄採取マニュアル（第三版）」手技編では、希釈液は、「生理食塩水を推奨する。組織培養液（RPMI-1640 等）の人体への使用は好ましくない」との記載がありますが、昨年 12 月 17 日に開催された採取責任医師会議席上にて、「希釈液は、移植施設側のリクエストによるものであり、マニュアルで決めるものではない。マニュアルになると影響力が大きいので、その点を配慮してもらいたい。」とのご意見をいただきました。
本委員会としては、組織培養液（RPMI-1640 等）は、人体に使用しないよう製造メーカーより注意喚起されていること、また、一部施設においては既に生理食塩水で実施していることなどを鑑み、本マニュアルに記載しました。
しかしながら、生理食塩水使用に関しては、骨髄細胞への影響等、懸念も少なくなく、また、その安全性を保障するデータが存在しないのも事実です。
この点については、再検討を加える予定です。同時に、移植施設からの要望や採取施設判断で組織培養液（RPMI-1640 等）を使用する場合には、移植施設の責任医師に確認した上で、対応をお願いしたく存じます。
そのため、骨髄採取計画書、術前健診結果報告兼前処置確認依頼書及び採取報告書（速報）の内容に希釈液についての項目を追加いたします。（別紙参照）
なお、希釈液を組織培養液から生理食塩水に切り替えるにあたっては、生理食塩水を使用している施設の成績や方法を追って報告いたしますので、慎重に行うようお願い申し上げます。

何卒ご確認の程お願い申し上げます。
敬具
ご質問、ご不明な点がございましたら、下記までご連絡ください。

<a href='result.html?itemkey=alert/20050208-3' target='_blank';>骨髄接種計画書</a>
<a href='result.html?itemkey=alert/20050208-4' target='_blank';>術前健診結果報告兼前処置確認依頼書</a>
<a href='result.html?itemkey=alert/20050208-5' target='_blank';>採取報告書（速報）</a>
<a href='result.html?itemkey=alert/20050208-6' target='_blank';>非血縁者間骨髄採取完了報告書【新規】</a><br>",,,,,"別紙資料
採取関連帳票の変更について ","下記追加変更いたしましたので、ご確認ください。

１．骨髄採取計画書
 貴施設で使用予定の希釈液の種類をご記入ください。
 追加項目：
 予定希釈液 ： □生食 □RPMI1640 □その他（ ）

２．術前健診結果報告兼前処置確認依頼書
 採取施設から報告があった希釈液を移植施設にお伝えいたします。
 追加項目：
 予定希釈液 ： □生食 □RPMI1640 □その他（ ）

３．採取報告書（速報）
 貴施設で使用した希釈液、抗凝固剤をご記入ください。
 追加項目：
 希釈液 ： ②（ ）ml
 □生食 □RPMI1640 □その他（ ）
 抗凝固剤 ： （ ）単位・ml（総量中）
 □ヘパリン □ACD 液 □その他（ ）
 総量：①＋②＝③（ ）ml

４．その他
 ①骨髄採取計画書 【感染症】
 訂正：
 HIV1 ⇒ HIV1/2
 理由：骨髄採取マニュアルには、既に HIV1/2 と記載されており、訂正されていませんでした。
 
②非血縁者間骨髄採取完了報告書【新規】
 このたび、新たに採取後移植施設にお渡しする帳票を作成しました。
 よろしければご使用ください。",,,,,,通知,,骨髄採取,採取産物・採取バッグ関連,"非血縁者間骨髄採取認定施設
 採取責任医師 各 位","財団法人 骨髄移植推進財団
 ドナー安全委員会",2005年2月8日,2005/2/8,alert/20050208-2,,,
,,,safe/20041122,採取後角膜糜爛となった事例について ,"このたび、非血縁者間骨髄ドナーに、骨髄採取後（麻酔覚醒後）「角膜糜爛」と診断された事例が報告されました。
採取施設からの報告によれば以下のような概要です。

＜経過＞
全身麻酔時にテラマイシン眼軟膏を塗布したのち閉瞼した。ただし、当該ドナーはテープの剥離刺激で一過性の発赤を生じる特異体質であったことから、テープでの閉瞼の際、普段は瞼裂をすべて隠すように横に貼るところ、少し緩めに縦に貼った。手術前後で閉瞼されていたことは確認していた。
採取終了後(帰室 2 時間後)、左眼痛を訴え、眼科診察で「左眼角膜糜爛」と診断された。

＜対応＞
ヒアレイン点眼、ロキソニン 1 錠内服にて翌朝には改善した。

＜原因＞
本事例は、片側性の糜爛であったことから薬剤性については否定的であり、かつ、症状の急速な改善から感染性についても否定的な見解であったことから、閉瞼が甘かった可能性が考えられた。実際、手術中腹臥位になっていた時にほんの一部開瞼していた可能性はあるものの、原因の特定はできなかった。

当財団としては、再発防止の観点から、当該事実を各採取施設に対し情報提供し、注意喚起を促すこととしました。
 
以上をご確認の上、ご対応をお願い申し上げます。 ",,,,,,,,,,,,安全情報,,骨髄採取,ドナーの有害事象,"（財）骨髄移植推進財団
 認定施設連絡責任医師 各位","財団法人 骨髄移植推進財団
ドナー安全委員会",2004年11月22日,2004/11/22,safe/20041122,,,
,,,safe/20041015,骨髄バッグ内の培養液に汚染の可能性が認められた事例,"このたび、骨髄液を約 350ml(メディウム+ヘパリンを含め約 400ml）を採取し、バッグに注入後、メディウム(培養液)が汚染している可能性が判明し、骨髄液を廃棄した事例が報告されました。

採取施設からの報告によれば以下のような概要です。

＜背景＞
当該施設では、メディウム 40cc＋ヘパリン 10c を、その都度シリンジで吸って、術野にある目盛りカップ入れ、それを骨髄採取用のシリンジで吸い取り、骨髄液を吸引している。

＜経過＞
骨髄採取予定量：870ml
自己血準備量 ：600ml

・1 回目のメディウム+ヘパリンを使って、採取した骨髄液をカップ A に入れ、メディウム+ヘパリン使い切った。
・2 回目のメディウム+ヘパリンを受け取り、骨髄液を採取しカップ A に入れた。
・カップ A が目標量まで達したため、カップ A 内の骨髄液をバッグに詰めた。
・バッグに詰めたところで外回り看護師より、「2 回目のメディウムを吸い取る際に、メディウムボトル内にシリンジについていた針を落としてしまったが、シリンジに新しい針をつけ、2 回目のメディウムを吸って、そのまま術野の目盛りカップに入れた」との報告があった。","＜汚染の可能性の根拠＞
メディウムをとるシリンジと針はもともと別々のもので、針先は清潔であっても、針の元とシリンジの接触部分は不潔な手で触れた可能性があった。
従って、その針の入ってしまったメディウムと、そのメディウムが入った最初のバッグ内の骨髄液も、汚染の可能性が否定できない。

＜対応＞
使用する器具等はすべて一新し、術野の消毒からやり直した。
採取終了後、ドナーには事実を説明し、汚染の可能性のある骨髄液は廃棄した。
＜骨髄採取量と細胞数＞
骨髄採取量は、自己血準備量を考慮して総計で最大 1000ml とし、あらたに 650ml を採取、採取細胞数は、1.01×10^10 患者体重あたり、1.63×10^8 の有核細胞が採取できた。

当財団としては、再発防止の観点から、当該事実を各骨髄採取施設に対し情報提供し、注意喚起を促すことと致しました。

 以上をご確認の上、ご対応をお願い申しあげます。 ",,,,,,,,,,,安全情報,,骨髄採取,採取産物・採取バッグ関連,"（財）骨髄移植推進財団
 認定施設採取責任医師 各位","財団法人 骨髄移植推進財団
 危機管理担当
常任理事 小寺 良尚",2004年10月15日,2004/10/15,safe/20041015,,,
,,,safe/20040224,骨髄採取後、長期に痺れが残存している事例について（通知） ,"さて、このたび次の事案が発生致しましたのでご連絡致します。

＜事例 1＞
提供者情報： 30 歳代 男性
診断名 ： 左外側大腿皮神経知覚鈍麻
経緯 ：
Day0 採取
Day +1 左外側大腿部知覚鈍麻あり（採取時大腿皮神経障害の可能性あり）
Day+2 退院：大腿部触覚はなし、温冷覚の鈍麻あるも他データに問題なく帰宅。
Day+45 受診(採取施設)：痺れ感軽減
Day+101 受診(採取施設)：症状変化なし
Day+206 受診(採取施設)：症状変化なし
 採取担当医師より、症状固定との告知あり。
 ※ドナー希望により、Day+230 に他院に受診。
 術中の体位によって、大腿神経が圧迫されたことによる末梢性の知覚異常ではないかと考えられた。

＜事例 2＞
提供者情報： 20 歳代 男性
診断名 ： 術中外側大腿皮神経の進展による末梢性の知覚異常
 経緯 ： 経過観察中
 骨髄穿刺を繰り返す中で、鼠径部から大腿前部にかけて皮膚が引き延ばされる状態となり、外側皮神経が進展されたことが原因と考えられた。 ","＜再発防止策＞
 原因の詳細は不明ですが、いずれにしても前腸骨棘のすぐ内側で鼠径靱帯の上を越えて行く大腿部外側皮神経の長時間の圧迫によると思われます。
 同部位を圧迫しないよう腹臥位の体位、採取時間等にご配慮ください。

以上をご確認の程、お願い申しあげます。
以上 ",,,,,,,,,,,安全情報,,骨髄採取,ドナーの有害事象,"（財）骨髄移植推進財団
 認定施設採取責任医師 各位","財団法人 骨髄移植推進財団
ドナー安全委員会",2004年2月24日,2004/2/24,safe/20040224,,,
,,,safe/20040127-1,骨髄採取後、肺脂肪塞栓症が疑われた事例(調査報告),"昨年 8 月 18 日付で標記内容にて通知しました事例について、調査が終了しましたのでご報告いたします。
今後、同様事例が発生することが否定できないため、再発防止の観点から安全情報を配信いたしました。（※前回通知文書を参考として添付致しましたので、ご確認ください。）

＜結論＞
本事例について検討を重ねた結果、原因は特定できませんでした。

＜調査結果等＞
肺脂肪塞栓症の診断を肯定する所見として、咳と血痰（泡沫状・新鮮血）、胸部 X-P の陰影、CT 画像、O2 SAT の低下が認められましたが、その一方で、臨床経過（時間経過）があわず（所見が発症から２時間程度で早すぎる）、血液や尿中に脂肪滴（脂肪球）、結膜、皮膚の点状出血、意識障害や呼吸障害の症状などは認められませんでした。
鑑別診断として他に疑われる病態は、サイトカイン過剰産生による ARDS、肺胞出血、神経原性（ニューロジェニック）が考えらましたが、結論には至りませんでした。

＜対策＞
今回の事例は極めて稀な合併症と考えられますが、骨髄採取後、酸素飽和度の低下が持続的に認められた場合には、胸部 X-P 写真、肺 CT 写真、ＭＲＩ、肺シンチ、血流スキャンなどを実施してくださいますようにお願いいたします。
更に、安全性確保の観点から必要に応じて気管支肺胞洗浄もご検討ください。
以上ご報告申し上げます。 ",,,,,,,,,,,,安全情報,,骨髄採取,ドナーの有害事象,"（財）骨髄移植推進財団
 認定施設採取責任医師 各位","財団法人 骨髄移植推進財団
ドナー安全委員会 ",2004年1月27日,2004/1/27,safe/20040127-1,,,
,,,safe/20040127-2,骨髄採取後、肺脂肪塞栓症が疑われた事例について(調査報告) ,"本件は、2003 年 8 月 19 日に「骨髄採取後、酸素飽和度低下を認めた骨髄バンクドナーについて」にて報道発表した事例の最終報告です。
昨年 8 月中旬、非血縁骨髄ドナーからの骨髄採取において、重大な健康被害が発生した事例につき、有害事象調査が終了いたしましたのでご報告いたします。
調査・検討内容は、下記をご確認頂きたく存じます。

１．ドナー情報
 30 歳代 男性
採取前健康診断では健康上問題はありませんでした。

２．事例概要
 関東地区の骨髄採取病院で、昨年 8 月中旬に骨髄採取が実施されました。
骨髄採取量：930ml 骨髄採取時間：1 時間 18 分
採取終了後に動脈血の酸素飽和度低下を認め、肺 CT スキャンなどの検査により、肺の脂肪塞栓症が疑われました。
 ただちに酸素吸入、ステロイドホルモンによる治療が行われ、翌日には呼吸状態が改善しました。今後も注意深い経過の観察が必要と考えられました。
 なお、本事例は骨髄採取が完了した後に酸素飽和度低下が認められたもので、採取は完了し、骨髄は患者のもとに無事に届き移植が完了しました。

３．調査・検討経緯
①調査組織
2003 年 8 月 22 日、有害事象調査担当者会議が設置されました。
委員長 加藤俊一 (常任理事(東海大学病院・細胞移植再生医療科))
委 員 小寺良尚 (常任理事(名古屋第一赤十字病院・血液内科))
委 員 秋山秀樹 (ドナー安全委員長(東京都立駒込病院・血液内科)) ","委 員 山口佳寿博（慶應義塾大学病院・呼吸器内科）
委 員 相馬一亥 （北里大学病院・救命救急医学）

②調査の実施及び意見聴取
2003年8月15 日 現地調査
以下関係者から意見聴取を行いました。
当該施設採取責任医師、診療部長、麻酔科部長、担当麻酔医
2003年8月22 日 第1回 有害事象担当者会議
 意見聴取結果を踏まえ、今後の方針等について確認しました。
2003年9月16 日 第2回 有害事象担当者会議
次の関係者から意見聴取を行いました。
当該施設採取責任医師、放射線科医師
意見聴取した結果、
・レントゲン、CT の結果から、肺脂肪塞栓症を疑いましたが、尿沈査、血清においては異常が認められませんでした。その他、それを裏付けるデータが得られないため、現段階では肺脂肪塞栓症と言い切ることはできず、広い概念での ARDS または呼吸障害とも考えられました。
・ドナーの全身状態は良好で、食欲もあり、尿量、他臓器に問題はありませんでした。
・腰の痛みは、押すと痛む程度でした。

４．結 論
肺脂肪塞栓症の診断を肯定する所見として、咳と血痰（泡沫状・新鮮血）、胸部 X-Pの陰影、CT 画像、O2 SAT の低下が認められましたが、その一方で、臨床経過（時間経過）があわず（所見が発症から２時間程度で早すぎる）、血液や尿中に脂肪滴（脂肪球）、結膜、皮膚の点状出血、意識障害や呼吸障害の症状などは認められませんでした。
鑑別診断として他に疑われる病態は、サイトカイン過剰産生による ARDS、肺胞出血、神経原性（ニューロジェニック）が考えらましたが、結論には至りませんでした。
結果として、原因は特定できず、肺脂肪塞栓症の診断に関しては、確定することも否定することもできませんでした。

５．対 策
調査、分析の結果、原因を特定することはできませんでしたが、次の対策を安全情報として全国の認定施設に対し周知することと致しました。

今回の事例は極めて稀な合併症と考えられますが、骨髄採取後、酸素飽和度の低下が持続的に認められた場合には、胸部 X-P 写真、肺 CT 写真、MRI、肺シンチ、血流スキャンなどを実施してくださいますようにお願いいたします。
更に、安全性確保の観点から必要に応じて気管支肺胞洗浄もご検討ください。","６．転帰
当該ドナーは、骨髄採取後速やかに社会復帰されました。本年１月現在特に健康上の問題はありません。
但し、当財団では、ドナーの方の同意が得られましたので、5 年間当該ドナーの方の健康状況の追跡調査を実施する予定でおります。

報道各位へのお願い

・ 当該ドナーの方については、プライバシー保護のため、これ以上の情報をお伝えできませんので、ご了承ください。ドナーへの取材や、ドナーの特定につながるような報道は差し控えていただきますようお願いいたします。
・ この骨髄提供についての当該患者に関しては、患者とドナーの特定につながる恐れがあるため、情報をお伝えできませんのでご了承ください。当該患者の特定につながるような取材や報道は差し控えていただきますようお願いいたします。
・ 骨髄バンクでは今回のことも含め、ドナーのリスク情報については、情報開示に努めております。ただし、重大な事態が起こる危険性が必要以上に強調されますと、現在進行中のコーディネートが突然キャンセルされるなどの影響がおよぶ恐れがあります。すでに前処置に入れられている患者さんも多数いらっしゃることから、患者の生命に重大な危険性を引き起こす可能性もあります。慎重なご報道をお願い申し上げます。 ",,,,,,,,"【参考】
■脂肪塞栓症とは、
〔概念〕
 主として外傷などに併発する合併症で，特に長管骨の骨折後に出現し，脳・神経症状，呼吸器症状，眼臉結膜，前胸部の点状出血などを特徴とする。電撃型は受傷後短時間内に意識障害が発症し，急速に昏睡状態に陥り，DIC（注：播種性血管内凝固）や臓器不全を合併し 1～2 日で死亡の確率が高い。定型型は受傷 24～36 時間後に，発熱，頻脈，呼吸不全，意識障害，皮膚の点状出血などで発症する。しかし，典型的な症状を呈するものはむしろ少なく，本症候群に特異的な症状もない。以前から Guard や鶴田の診断基準が汎用れているが，頭部外傷や胸部外傷を合併した症例や，三大徴候が揃わない場合には診断が
困難である。
〔病態〕
 微小な脂肪滴が流出する機序には，骨髄内の脂肪細胞が破壊され，中性脂肪が静脈内に流入して肺血管を塞栓化するとの説，ストレスによって分泌の亢進するエピネフリンが遊離脂肪酸を動員し，これが血清中の脂質やカイロマイクリンと結合し微小脂肪滴を形成するとの説がある。
 いずれにしろ，肺血管床で塞栓化した脂肪滴に局所で血小板や白血球が反応し，血管作動性物質を遊離して血管内皮障害，血管収縮などを引き起こす。さらに，骨髄から流出した組織トロンボプラスチンが DIC の引き金となり，臨床的にも DIC による臓器障害が本症候群の主病変となっている。しかしながら，発症する例としない例があり，電撃型から不全型まであることが何に由来するのか十分には解明されていない。

■酸素飽和度
 酸素飽和度とは酸化ヘモグロビンと全ヘモグロビンの比を％表示した値である。パルスオキシメータは，この比の違いで光の透過度が異なることを利用して酸素飽和度を測定するものである。指先や耳介で非観血的に連続測定できる。同時に脈波も描出される。脈波の描出が不良のときは酸素飽和度が測定できない。
 パルスオキシメータで酸素飽和度が 96％以上あるときは肺機能のみならず，ポンプ機能，末梢循環を含め，呼吸循環がとりあえず危機状態にないことを意味する。逆に，速やかに脈波が得られないときは末梢循環不全を意味する。得られた酸素飽和度を酸素解離曲線に対応させれば PO２が推定できる。酸素飽和度が 90％以下であれば PO２は 60mmHg 以下であ
る。

■急性呼吸促迫症候群(ARDS）
 急性呼吸促迫症候群（ARDS）は肺への直接的・間接的侵襲（誘因）により惹起される重篤な急性肺損傷で，肺での過剰な炎症と肺血管透過性亢進を基盤とし，低酸素血症の進行と胸部Ｘ線上両側びまん性陰影を呈する一連の症候群である．肺への直接的侵襲には重症肺炎，誤嚥，溺水，肺挫傷など，間接的侵襲には敗血症，多発外傷，大手術後，脂肪塞栓","などが知られ，原因は多岐にわたる．死亡率は 40‐60％とされ，多臓器不全の合併は重要な予後因子である．

■神経原性（ニューロジェニック）
 神経系が要因となっていること。",安全情報,,骨髄採取,ドナーの有害事象,報 道 各 位,"財団法人 骨髄移植推進財団
理事長 高久 史麿 ",2004年1月27日,2004/1/27,safe/20040127-2,,,
,,,safe/20040121-2,骨髄採取後、長期にわたり腰痛が持続した事例について（報告） ,"このたび骨髄提供後、痛みのため長期間鎮痛剤を服用せざるを得ない状態が持続し、また、安静のため採取５ヵ月後に再入院となった事例が報告されました。
当財団では、有害事象担当者会議を設置して、調査検討をした結果、次のような結論になりましたので、ご報告します。

＜ 経過 ＞
ドナー: 男性 30 歳代
Day 0 骨髄採取 ：採取量 1100ｍｌ
自己血量 800ｍｌ
【穿刺孔数】：（右）３ （左）４
【穿刺針】：１１Ｇ
採取後痛み強く、退院が 1 日延期となる
Day+17 （採取後健康診断）痛み改善なくＸ－Ｐ施行
Day+31 採取施設（Ａ施設）にて整形外科受診しＣＴ施行
Day+55 採取施設（Ａ施設）がドナー居住地から遠方のためＢ施設にてＭＲＩ施行
Day+136 痛みが改善されず安静目的でＢ施設に再入院（１週間）
Day+166 Ｂ施設にてＣＴ施行
Day+243 症状改善傾向となる ","＜ 調査結果 ＞
 このドナーの採取部位の痛みが長引いた理由として、
① CT で認められる骨皮質の不整像、皮質の不連続像から考えられる不全骨折の存在
② 採取後の止血不良による血腫の可能性が考えられた。
なお、不全骨折の診断には疑問を呈する意見もありましたが、本来さまざまな状態を包括する診断名であることから当該症例の診断病名としました。

＜再発防止策＞
 本事例については、痛みのため長期に渡り服薬をしていたことの把握が遅れ、ドナーに対し精神的な苦痛を与えました。
当財団としましては、このようなドナーに対する対応の遅れがないよう下記の対策を策定しました。
 また、採取責任医師におかれましては、痛みが長期に持続する場合は慎重なご対応をお願いします。

●１ヵ月以上強い痛みが持続する場合は、必要に応じてＭＲＩを施行することが望ましい。
●採取後鎮痛剤を 1 週間以上継続して服用した場合は速やかに地区事務局に報告する。 ",,,,,,,,,,,安全情報,,骨髄採取,ドナーの有害事象,"（財）骨髄移植推進財団
 認定施設採取責任医師 各位","財団法人 骨髄移植推進財団
ドナー安全委員会 ",2004年1月21日,2004/1/21,safe/20040121-2,,,
,,,safe/20040121-1,骨髄採取後、左腸腰筋部位に血腫を認めた事例について(調査報告) ,"昨年 8 月 13 日付で標記内容にて通知(別紙)しました事例について、調査が終了しましたのでご報告致します。今後、同様事例が発生することが推測されるため、再発防止の観点から安全情報を配信しました。
 （※前回通知文書を参考として添付致しましたので、ご確認ください。）

＜結論＞
本事例について検討を重ねた結果、採取針の貫通が原因であると考えられます。

＜原因等＞
採取針が貫通した原因として、下記 2 点が示唆されました。
①骨髄提供者の腸骨の厚さが薄かったこと。
②手技的な問題も否定できないこと。（仙腸関節に刺してしまった可能性はある）

＜対策＞
穿刺針の長さと腸骨の厚みに十分配慮して、穿刺の深さを調整すること。

以上をご確認の上、ご対応をお願い申しあげます。 ",,,,,,,,,,,,安全情報,,骨髄採取,ドナーの有害事象,"（財）骨髄移植推進財団
 認定施設採取責任医師 各位","財団法人 骨髄移植推進財団
ドナー安全委員会 ",2004年1月21日,2004/1/21,safe/20040121-1,,,
,,,safe/20031021,術前健診時にＨｂ値が基準以下であったにも関わらず自己血採血を実施した事例について（通知） ,"骨髄バンクの推進につきましては、日頃よりご協力賜り深く感謝申し上げます。
さて、このたび次の事案が発生致しましたのでご報告致します。

＜事例報告＞
 以下の事例については、再検査の結果、不適格となりました。

ドナー:男性(財団基準値: Hb 13g/dl 未満不適格)
採取予定日-35 日 術前健診実施 Hb 12.5g/dl
採取予定日-30 日 麻酔科受診
 同日 自己血採取実施 400ｍｌ採血
 ※鉄剤 14 日分処方
採取予定日-23 日 採取計画書受理
 ※基準以下であることが判明
採取予定日-16 日 再検査 Hb 12.7g/dl のため採取中止

＜原因＞
 本事例については、採取担当医師の施設基準との勘違いが原因でした。 ","＜再発防止策＞
 検討した結果、下記の内容が決定いたしました。

 ①術前健診と同日に自己血採血を実施することは原則禁止とすること。
 ※但し、日程や地域性からやむを得ず当日採血する場合は、必ず採血前に血算値・生化学検査データを確認すること。
②骨髄採取計画書を提出しない限り自己血採血は実施しないこと。
 ※但し、日程・地域性からやむを得ず当日採血を実施した場合は、終了後速やかに提出すること。
 ③骨髄採取計画書の提出期限は、採取予定日の 3 週間前もしくは 1 回目の自己血採血前までのどちらか早い方とする。

＜帳票変更＞
本事例を受け、再発防止の観点から、下記帳票を変更いたしました。

① 非血縁ドナーの骨髄採取についてのお願い
② 骨髄採取計画書

以上をご確認の上、ご対応をお願い申しあげます。 ",,,,,,,,,,,安全情報,,骨髄採取,自己血,"（財）骨髄移植推進財団
 認定施設採取責任医師 各位","財団法人 骨髄移植推進財団
ドナー安全委員会 ",2003年10月21日,2003/10/21,safe/20031021,,,
,,,emergency/20030819-1,補足事項の追加説明について（ご依頼） ,"骨髄採取後酸素飽和度低下を認めた骨髄バンクドナーについて－
 拝啓
残暑の候、ますますご清祥のこととお慶び申し上げます。
平素は骨髄バンク事業の推進に格別のご高配を賜り、厚くお礼申し上げます。
さて、当財団では、標記事項につきまして、骨髄採取日程が決定しているドナーに対して精神的動揺が起こる可能性を考え、対象ドナーに情報提供を行うこととなりました。
対象ドナーに対しましては、各担当コーディネーターが対応してください。
なお、医学的見解についてドナーよりご質問があった場合は、調整医師もしくは採取担当医師にご相談のうえ、対応してください。
以上、別紙資料をご参考いただき必要に応じてご対応の程お願いいたします。
敬具
 ※なお、この件は別紙のとおり 8 月 19 日報道発表することとなりました。 ",,,,,,"【基本的な考え方】
１．情報提供であり、同意の再確認は行わない。
２．同意は撤回できないことが前提であるが、万一、撤回したいとの意思表示をされたドナーには、患者の不利益を再説明することは認められる。（※ご説明書 P.14 第 6 章 3 参照）
３．患者の不利益を説明したうえで同意撤回の意思表示をされるドナーに対して
 患者からの訴訟の可能性について積極的には説明しない。
 （質問があれば答える）
 【 8/21 以降の採取予定ドナー】
 ※コーディネーターより情報提供を行います。コーディネート経過により電話／郵送等でご対応ください。
 ①補足事項追加分「骨髄採取後、肺脂肪塞栓症が疑われた事例について」、「骨髄採取後、左腸腰部位に血腫を認めた事例について」、「骨髄採取後、長期に渡って腰痛が持続している事例について」を使用してください。
 ②ドナーから要望があれば、緊急安全情報「骨髄採取後、肺脂肪塞栓症が疑われた事例」及び「骨髄採取後、左腸腰部位に血腫を認めた事例について」をご提示いただいても結構です。
 ③詳細な説明を求められた場合には、採取担当医師に依頼してください。
 ④必要に応じて、面談の調整を行ってください。
★ドナーの意思に変化が生じ、コーディネートを終了とする場合は、地区事務局経由でドナーコーディネート部にご連絡ください。

【 8/20 以降面談するドナー】
※面談時にコーディネーターから情報提供をしてください。また、状況によって電話／郵送等でご対応ください。
※初期担当は、8 月 19 日開始シート送付分より、補足事項追加資料として同封します。

 ①補足事項追加分「骨髄採取後、肺脂肪塞栓症が疑われた事例について」、「骨髄採取後、左腸腰部位に血腫を認めた事例について」、「骨髄採取後、長期に渡って腰痛が持続している事例について」をドナーに渡してください。
 ②ドナーから要望があれば、緊急安全情報「骨髄採取後、肺脂肪塞栓症が疑われた事例」及び「骨髄採取後、左腸腰部位に血腫を認めた事例について」をご提示いただいても結構です。
 ③詳細な説明を求められた場合には、調整医師に依頼してください。 ",,,同封書類と使用方法 ,"１．報道発表資料「骨髄採取後酸素飽和度低下を認めた骨髄バンクドナーについて」
 ・ドナーから要望があれば配布可能です。
２．緊急安全情報「骨髄採取後、肺脂肪塞栓症が疑われた事例」及び「骨髄採取後、左腸腰部位に血腫を認めた事例について」
 ・ドナーから要望があれば配布可能です。
３．補足事項追加「骨髄採取後、肺脂肪塞栓症が疑われた事例について」、「骨髄採取後、左腸腰部位に血腫を認めた事例について」、「骨髄採取後、長期に渡って腰痛が持続している事例について」
４．モニタリング用紙「骨髄採取後酸素飽和度低下を認めた事例に関する問い合わせについて」
 ※採取施設より問い合わせがあった場合にご使用ください。
 本件以外でも採取施設より問い合わせがあればご使用ください。 ",,緊急安全情報,,骨髄採取,,"調整医師
コーディネーター 各位 ","財団法人 骨髄移植推進財団
常任理事 小寺 良尚
事務局長 大石 源誌",2003年8月19日,2003/8/19,emergency/20030819-1,,,
,,,emergency/20030819-4,骨髄採取後、酸素飽和度低下を認めた事例に関する問い合わせについて,"件名 について
（施設名 ）（医師名 ）
（地区代表協力医師による確認 □済 □未","返答内容 （回答者： ） （回答日：2003年 月 日）
安全委員会委員長確認 □ 済 □ 未）","＜ドナー安全委員会担当者記入欄＞
問い合わせ No.
ドナー安全委員会への確認 □要 □不要）
＜備考＞",,,,,,,,,,緊急安全情報,,骨髄採取,,,ドナー安全委員会 行,2003年8月19日,2003/8/19,emergency/20030819-4,,,枠で囲まれた3事例を内容①～③に分けて記入
